gene_symbol,protein_name,source_databases,GeneCards_raw_names,OMIM_raw_names,TTD_raw_names,GeneCards_present,OMIM_present,TTD_present,normalization_status,normalization_note,species,GeneCards_filter,source_record,source_url
ELF3,E74 like ETS transcription factor 3,GeneCards,ELF3,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ELK1,ETS transcription factor ELK1,GeneCards,ELK1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EML4,EMAP like 4,GeneCards,EML4,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EMSLR,E2F1 mRNA stabilizing lncRNA,GeneCards,EMSLR,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EMSY,"EMSY transcriptional repressor, BRCA2 interacting",GeneCards,EMSY,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ENG,endoglin,GeneCards,ENG,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ENO1,enolase 1,GeneCards,ENO1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ENO2,enolase 2,GeneCards,ENO2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,GeneCards,ENPP2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ENPP7,ectonucleotide pyrophosphatase/phosphodiesterase 7,GeneCards,ENPP7,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,GeneCards,ENTPD1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ENTREP1,endosomal transmembrane epsin interactor 1,GeneCards,ENTREP1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EP300,EP300 lysine acetyltransferase,GeneCards;OMIM,EP300,EP300,,1,1,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPAS1,endothelial PAS domain protein 1,GeneCards,EPAS1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPB41L4A-DT,EPB41L4A divergent transcript,GeneCards,EPB41L4A-DT,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPCAM,epithelial cell adhesion molecule,GeneCards;TTD,EPCAM,,EPCAM,1,0,1,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHA1,EPH receptor A1,GeneCards,EPHA1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHA2,EPH receptor A2,GeneCards,EPHA2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHA3,EPH receptor A3,GeneCards,EPHA3,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHA5,EPH receptor A5,GeneCards,EPHA5,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHA7,EPH receptor A7,GeneCards,EPHA7,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHB2,EPH receptor B2,GeneCards,EPHB2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHB3,EPH receptor B3,GeneCards,EPHB3,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHB4,EPH receptor B4,GeneCards,EPHB4,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHB6,EPH receptor B6,GeneCards,EPHB6,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPHX1,epoxide hydrolase 1,GeneCards,EPHX1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPIST,esophagus epithelial intergenic associated transcript,GeneCards,EPIST,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPM2AIP1,EPM2A interacting protein 1,GeneCards,EPM2AIP1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPO,erythropoietin,GeneCards,EPO,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EPOR,erythropoietin receptor,GeneCards,EPOR,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERBB2,erb-b2 receptor tyrosine kinase 2,GeneCards;TTD,ERBB2,,HER2,1,0,1,canonical;manual_alias,curated unambiguous TTD target alias;matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERBB3,erb-b2 receptor tyrosine kinase 3,GeneCards;TTD,ERBB3,,Erbb-3,1,0,1,canonical;manual_alias,curated unambiguous TTD target alias;matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERBB4,erb-b2 receptor tyrosine kinase 4,GeneCards,ERBB4,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit",GeneCards,ERCC1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",GeneCards,ERCC2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit",GeneCards,ERCC3,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",GeneCards,ERCC4,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERCC5,"ERCC excision repair 5, endonuclease",GeneCards,ERCC5,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERCC6,"ERCC excision repair 6, chromatin remodeling factor",GeneCards,ERCC6,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EREG,epiregulin,GeneCards,EREG,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERG,ETS transcription factor ERG,GeneCards,ERG,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ERLNC1,estrogen receptor responsive lncRNA 1,GeneCards,ERLNC1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ESR1,estrogen receptor 1,GeneCards,ESR1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ESR2,estrogen receptor 2,GeneCards,ESR2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ESRRA,estrogen related receptor alpha,GeneCards,ESRRA,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ETS1,"ETS proto-oncogene 1, transcription factor",GeneCards,ETS1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ETS2,"ETS proto-oncogene 2, transcription factor",GeneCards,ETS2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ETV1,ETS variant transcription factor 1,GeneCards,ETV1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ETV4,ETS variant transcription factor 4,GeneCards,ETV4,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ETV5,ETS variant transcription factor 5,GeneCards,ETV5,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
ETV6,ETS variant transcription factor 6,GeneCards,ETV6,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EWSAT1,Ewing sarcoma associated transcript 1,GeneCards,EWSAT1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EWSR1,EWS RNA binding protein 1,GeneCards,EWSR1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EXO1,exonuclease 1,GeneCards,EXO1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EXOC2,exocyst complex component 2,GeneCards,EXOC2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EXT1,exostosin glycosyltransferase 1,GeneCards,EXT1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EXT2,exostosin glycosyltransferase 2,GeneCards,EXT2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,GeneCards,EZH2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
EZR,ezrin,GeneCards,EZR,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
F2,"coagulation factor II, thrombin",GeneCards,F2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
F2R,coagulation factor II thrombin receptor,GeneCards,F2R,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
F2RL1,F2R like trypsin receptor 1,GeneCards,F2RL1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
F3,"coagulation factor III, tissue factor",GeneCards,F3,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
F5,coagulation factor V,GeneCards,F5,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
F7,coagulation factor VII,TTD,,,F7,0,0,1,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FABP1,fatty acid binding protein 1,GeneCards,FABP1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FABP6,fatty acid binding protein 6,GeneCards,FABP6,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FADD,Fas associated via death domain,GeneCards,FADD,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FAF1,Fas associated factor 1,GeneCards,FAF1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FALEC,focally amplified lncRNA regulator of ECM1,GeneCards,FALEC,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FAM215A,family with sequence similarity 215 member A,GeneCards,FAM215A,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FAM3D-AS1,FAM3D antisense RNA 1,GeneCards,FAM3D-AS1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FAN1,FANCD2 and FANCI associated nuclease 1,GeneCards,FAN1,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCA,FA complementation group A,GeneCards,FANCA,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCC,FA complementation group C,GeneCards,FANCC,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCD2,FA complementation group D2,GeneCards,FANCD2,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCD2OS,FANCD2 opposite strand,GeneCards,FANCD2OS,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCE,FA complementation group E,GeneCards,FANCE,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCF,FA complementation group F,GeneCards,FANCF,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCG,FA complementation group G,GeneCards,FANCG,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
FANCI,FA complementation group I,GeneCards,FANCI,,,1,0,0,canonical,matched NCBI Homo sapiens Symbol,Homo sapiens,keyword=colorectal cancer; species=Homo sapiens; Relevance score >=10 (as reported by article),10.1371/journal.pone.0343038.s011,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0343038.s011&type=supplementary
